DateTime	Tank 1	Tank 2
8/5/07 18:13	28.94	36.86666667
8/5/07 18:28	28.91333333	36.18666667
8/5/07 18:44	28.93333333	35.81333333
8/5/07 18:59	28.94666667	35.74
8/5/07 19:14	28.92	35.66
8/5/07 19:30	28.96666667	35.58
8/5/07 19:45	28.92	35.51333333
8/5/07 20:01	28.92666667	35.42
8/5/07 20:16	28.93333333	35.39333333
8/5/07 20:32	28.91333333	35.19333333
8/5/07 20:47	28.89333333	35.08
8/5/07 21:02	28.85333333	34.90666667
8/5/07 21:18	28.76666667	35.26666667
8/5/07 21:33	28.72	35.8
8/5/07 21:48	28.61333333	35.62
8/5/07 22:04	28.6	35.34666667
8/5/07 22:19	28.71333333	35.11333333
8/5/07 22:35	28.78666667	34.93333333
8/5/07 22:50	28.87333333	35.22
8/5/07 23:05	28.92666667	34.75333333
8/5/07 23:21	28.92	33.92666667
8/5/07 23:36	28.94	33.16
8/5/07 23:51	28.925	32.6125
