Date	Time	NumDate	Date Time	Tank 1	Tank 2
26-Jun-07	2:22:42 PM	6/26/07	6/26/07 14:22	28.39	28.41666667
26-Jun-07	2:36:21 PM	6/26/07	6/26/07 14:36	28.39	28.40666667
26-Jun-07	2:50:00 PM	6/26/07	6/26/07 14:50	28.39333333	28.40333333
26-Jun-07	3:03:43 PM	6/26/07	6/26/07 15:03	28.38666667	28.40333333
26-Jun-07	3:17:24 PM	6/26/07	6/26/07 15:17	28.39	28.42666667
26-Jun-07	3:31:03 PM	6/26/07	6/26/07 15:31	28.39	28.41
26-Jun-07	3:44:44 PM	6/26/07	6/26/07 15:44	28.39	28.37
26-Jun-07	3:58:23 PM	6/26/07	6/26/07 15:58	28.49666667	28.49666667
26-Jun-07	4:12:10 PM	6/26/07	6/26/07 16:12	28.75666667	29.02
26-Jun-07	4:25:49 PM	6/26/07	6/26/07 16:25	28.89333333	29.42333333
26-Jun-07	4:39:28 PM	6/26/07	6/26/07 16:39	28.90666667	29.85333333
26-Jun-07	4:53:10 PM	6/26/07	6/26/07 16:53	28.9	30.16
26-Jun-07	5:06:49 PM	6/26/07	6/26/07 17:06	28.96666667	29.83333333
27-Jun-07	11:47:43 AM	6/27/07	6/27/07 11:47	29.05666667	28.75333333
27-Jun-07	12:01:22 PM	6/27/07	6/27/07 12:01	28.88666667	29.09666667
27-Jun-07	12:14:58 PM	6/27/07	6/27/07 12:14	28.89	29.56666667
27-Jun-07	12:28:35 PM	6/27/07	6/27/07 12:28	28.89333333	29.89666667
27-Jun-07	12:42:12 PM	6/27/07	6/27/07 12:42	28.89666667	29.66333333
27-Jun-07	12:55:50 PM	6/27/07	6/27/07 12:55	28.88333333	29.38666667
27-Jun-07	1:09:26 PM	6/27/07	6/27/07 13:09	28.88	30.10333333
27-Jun-07	1:23:03 PM	6/27/07	6/27/07 13:23	28.89666667	30.28
27-Jun-07	1:36:39 PM	6/27/07	6/27/07 13:36	28.89	30.11666667
27-Jun-07	1:50:17 PM	6/27/07	6/27/07 13:50	28.87333333	29.56666667
27-Jun-07	2:03:54 PM	6/27/07	6/27/07 14:03	28.87666667	30.13666667
27-Jun-07	2:17:31 PM	6/27/07	6/27/07 14:17	28.89333333	30.77333333
27-Jun-07	2:31:07 PM	6/27/07	6/27/07 14:31	28.91	30.81666667
27-Jun-07	2:44:44 PM	6/27/07	6/27/07 14:44	28.89	30.46333333
27-Jun-07	2:58:22 PM	6/27/07	6/27/07 14:58	28.89666667	30.39333333
27-Jun-07	3:12:06 PM	6/27/07	6/27/07 15:12	28.9	31.01333333
27-Jun-07	3:25:42 PM	6/27/07	6/27/07 15:25	28.89666667	31.28666667
27-Jun-07	3:39:22 PM	6/27/07	6/27/07 15:39	28.88666667	31.09666667
27-Jun-07	3:53:00 PM	6/27/07	6/27/07 15:53	28.90333333	30.68333333
27-Jun-07	4:06:36 PM	6/27/07	6/27/07 16:06	28.9	31.27333333
27-Jun-07	4:20:13 PM	6/27/07	6/27/07 16:20	28.9	31.77666667
27-Jun-07	4:33:53 PM	6/27/07	6/27/07 16:33	28.90666667	31.78666667
27-Jun-07	4:47:31 PM	6/27/07	6/27/07 16:47	28.91666667	31.39
27-Jun-07	5:01:08 PM	6/27/07	6/27/07 17:01	28.90666667	30.58333333
27-Jun-07	5:14:45 PM	6/27/07	6/27/07 17:14	28.91	29.4
27-Jun-07	5:28:21 PM	6/27/07	6/27/07 17:28	28.89666667	28.31333333
27-Jun-07	5:41:58 PM	6/27/07	6/27/07 17:41	28.89333333	27.90666667
27-Jun-07	5:55:36 PM	6/27/07	6/27/07 17:55	28.9	27.91333333
27-Jun-07	6:09:19 PM	6/27/07	6/27/07 18:09	28.88333333	27.90666667
27-Jun-07	6:22:56 PM	6/27/07	6/27/07 18:22	28.89333333	27.92666667
27-Jun-07	6:36:33 PM	6/27/07	6/27/07 18:36	28.90666667	27.91333333
27-Jun-07	6:50:11 PM	6/27/07	6/27/07 18:50	28.90333333	27.92333333
27-Jun-07	7:03:54 PM	6/27/07	6/27/07 19:03	28.92	27.92333333
27-Jun-07	7:17:31 PM	6/27/07	6/27/07 19:17	28.88666667	27.91333333
27-Jun-07	7:31:08 PM	6/27/07	6/27/07 19:31	28.91	27.92333333
27-Jun-07	7:44:45 PM	6/27/07	6/27/07 19:44	28.89	27.91333333
27-Jun-07	7:58:23 PM	6/27/07	6/27/07 19:58	28.89666667	27.92666667
27-Jun-07	8:12:16 PM	6/27/07	6/27/07 20:12	28.88	27.91666667
27-Jun-07	8:25:53 PM	6/27/07	6/27/07 20:25	28.88666667	27.90333333
27-Jun-07	8:39:29 PM	6/27/07	6/27/07 20:39	28.88	27.90333333
27-Jun-07	8:53:07 PM	6/27/07	6/27/07 20:53	28.88333333	27.9
27-Jun-07	9:06:44 PM	6/27/07	6/27/07 21:06	28.88666667	27.89666667
27-Jun-07	9:20:20 PM	6/27/07	6/27/07 21:20	28.88	27.89666667
27-Jun-07	9:33:57 PM	6/27/07	6/27/07 21:33	28.88333333	27.89333333
27-Jun-07	9:47:44 PM	6/27/07	6/27/07 21:47	28.88666667	27.89666667
27-Jun-07	10:01:21 PM	6/27/07	6/27/07 22:01	28.87333333	27.9
27-Jun-07	10:14:58 PM	6/27/07	6/27/07 22:14	28.87333333	27.90333333
27-Jun-07	10:28:34 PM	6/27/07	6/27/07 22:28	28.87	27.90333333
27-Jun-07	10:42:11 PM	6/27/07	6/27/07 22:42	28.89	27.91
27-Jun-07	10:55:49 PM	6/27/07	6/27/07 22:55	28.87666667	27.9
27-Jun-07	11:09:26 PM	6/27/07	6/27/07 23:09	28.86	27.9
27-Jun-07	11:23:12 PM	6/27/07	6/27/07 23:23	28.84666667	27.9
27-Jun-07	11:36:49 PM	6/27/07	6/27/07 23:36	28.86333333	27.89666667
27-Jun-07	11:50:27 PM	6/27/07	6/27/07 23:50	28.85	27.83181818
28-Jun-07	12:00:52 AM	6/28/07	6/28/07 0:00	28.87333333	27.88666667
28-Jun-07	12:14:28 AM	6/28/07	6/28/07 0:14	28.87	27.89333333
28-Jun-07	12:28:05 AM	6/28/07	6/28/07 0:28	28.86333333	27.85333333
28-Jun-07	12:41:42 AM	6/28/07	6/28/07 0:41	28.85333333	27.81666667
28-Jun-07	12:55:20 AM	6/28/07	6/28/07 0:55	28.89	27.82333333
28-Jun-07	1:08:57 AM	6/28/07	6/28/07 1:08	28.85	27.88666667
28-Jun-07	1:22:33 AM	6/28/07	6/28/07 1:22	28.86333333	27.87333333
28-Jun-07	1:36:10 AM	6/28/07	6/28/07 1:36	28.85666667	27.82666667
28-Jun-07	1:49:48 AM	6/28/07	6/28/07 1:49	28.85333333	27.86666667
28-Jun-07	2:03:35 AM	6/28/07	6/28/07 2:03	28.87666667	27.89333333
28-Jun-07	2:17:12 AM	6/28/07	6/28/07 2:17	28.86333333	27.88666667
28-Jun-07	2:30:49 AM	6/28/07	6/28/07 2:30	28.85666667	27.87333333
28-Jun-07	2:44:25 AM	6/28/07	6/28/07 2:44	28.86333333	27.87
28-Jun-07	2:58:04 AM	6/28/07	6/28/07 2:58	28.87	27.89333333
28-Jun-07	3:11:41 AM	6/28/07	6/28/07 3:11	28.86666667	27.85666667
28-Jun-07	3:25:17 AM	6/28/07	6/28/07 3:25	28.86	27.84333333
28-Jun-07	3:38:54 AM	6/28/07	6/28/07 3:38	28.85333333	27.89
28-Jun-07	3:52:33 AM	6/28/07	6/28/07 3:52	28.87	27.9
28-Jun-07	4:06:10 AM	6/28/07	6/28/07 4:06	28.86	27.9
28-Jun-07	4:19:46 AM	6/28/07	6/28/07 4:19	28.87	27.9
28-Jun-07	4:33:23 AM	6/28/07	6/28/07 4:33	28.86333333	27.9
28-Jun-07	4:47:00 AM	6/28/07	6/28/07 4:47	28.86666667	27.84333333
28-Jun-07	5:00:44 AM	6/28/07	6/28/07 5:00	28.88	27.83333333
28-Jun-07	5:14:21 AM	6/28/07	6/28/07 5:14	28.85	27.79666667
28-Jun-07	5:27:58 AM	6/28/07	6/28/07 5:27	28.88333333	27.87
28-Jun-07	5:41:34 AM	6/28/07	6/28/07 5:41	28.88666667	27.87
28-Jun-07	5:55:12 AM	6/28/07	6/28/07 5:55	28.88	27.84
28-Jun-07	6:08:56 AM	6/28/07	6/28/07 6:08	28.86	27.86666667
28-Jun-07	6:22:33 AM	6/28/07	6/28/07 6:22	28.87	27.89
28-Jun-07	6:36:13 AM	6/28/07	6/28/07 6:36	28.86	27.88
28-Jun-07	6:49:51 AM	6/28/07	6/28/07 6:49	28.87333333	27.82666667
28-Jun-07	7:03:27 AM	6/28/07	6/28/07 7:03	28.89	27.83333333
28-Jun-07	7:17:04 AM	6/28/07	6/28/07 7:17	28.87333333	27.9
28-Jun-07	7:30:44 AM	6/28/07	6/28/07 7:30	28.86666667	27.90666667
28-Jun-07	7:44:21 AM	6/28/07	6/28/07 7:44	28.88333333	27.89333333
28-Jun-07	7:57:59 AM	6/28/07	6/28/07 7:57	28.87	27.89666667
28-Jun-07	8:11:36 AM	6/28/07	6/28/07 8:11	28.85666667	27.89666667
28-Jun-07	8:25:13 AM	6/28/07	6/28/07 8:25	28.85666667	27.90333333
28-Jun-07	8:38:50 AM	6/28/07	6/28/07 8:38	28.86666667	27.90333333
28-Jun-07	8:52:28 AM	6/28/07	6/28/07 8:52	28.87333333	27.9
28-Jun-07	9:06:12 AM	6/28/07	6/28/07 9:06	28.88	27.89333333
28-Jun-07	9:19:49 AM	6/28/07	6/28/07 9:19	28.87333333	27.89
28-Jun-07	9:33:25 AM	6/28/07	6/28/07 9:33	28.86666667	27.89333333
28-Jun-07	9:47:02 AM	6/28/07	6/28/07 9:47	28.87	27.89
28-Jun-07	10:00:46 AM	6/28/07	6/28/07 10:00	28.88333333	27.9
28-Jun-07	10:14:23 AM	6/28/07	6/28/07 10:14	28.88	27.93666667
28-Jun-07	10:28:00 AM	6/28/07	6/28/07 10:28	28.88	27.92333333
28-Jun-07	10:41:36 AM	6/28/07	6/28/07 10:41	28.88	27.95
28-Jun-07	10:55:14 AM	6/28/07	6/28/07 10:55	28.87	28.13
28-Jun-07	11:08:51 AM	6/28/07	6/28/07 11:08	28.88	28.94
28-Jun-07	11:22:28 AM	6/28/07	6/28/07 11:22	28.88333333	29.35
28-Jun-07	11:36:05 AM	6/28/07	6/28/07 11:36	28.87666667	29.22666667
28-Jun-07	11:49:43 AM	6/28/07	6/28/07 11:49	28.87666667	29.17
28-Jun-07	12:03:26 PM	6/28/07	6/28/07 12:03	28.87666667	29.08666667
28-Jun-07	12:17:03 PM	6/28/07	6/28/07 12:17	28.89	29.00333333
28-Jun-07	12:30:40 PM	6/28/07	6/28/07 12:30	28.87666667	28.88666667
28-Jun-07	12:44:17 PM	6/28/07	6/28/07 12:44	28.88333333	29.11333333
28-Jun-07	12:57:56 PM	6/28/07	6/28/07 12:57	28.88333333	29.79333333
28-Jun-07	1:11:39 PM	6/28/07	6/28/07 13:11	28.87666667	30.29333333
28-Jun-07	1:25:16 PM	6/28/07	6/28/07 13:25	28.88666667	30.16333333
28-Jun-07	1:38:53 PM	6/28/07	6/28/07 13:38	28.89	29.99
28-Jun-07	1:52:31 PM	6/28/07	6/28/07 13:52	28.89333333	29.89
28-Jun-07	2:06:08 PM	6/28/07	6/28/07 14:06	28.88333333	30.38666667
28-Jun-07	2:19:54 PM	6/28/07	6/28/07 14:19	28.88333333	30.83333333
28-Jun-07	2:33:31 PM	6/28/07	6/28/07 14:33	28.89	30.65666667
28-Jun-07	2:47:08 PM	6/28/07	6/28/07 14:47	28.89	30.46
28-Jun-07	3:00:46 PM	6/28/07	6/28/07 15:00	28.88	30.56333333
28-Jun-07	3:14:23 PM	6/28/07	6/28/07 15:14	28.89	31.15
28-Jun-07	3:28:00 PM	6/28/07	6/28/07 15:28	28.88	31.14
28-Jun-07	3:41:36 PM	6/28/07	6/28/07 15:41	28.89	30.93
28-Jun-07	3:55:14 PM	6/28/07	6/28/07 15:55	28.88333333	30.90333333
28-Jun-07	4:08:51 PM	6/28/07	6/28/07 16:08	28.87666667	31.44333333
28-Jun-07	4:22:27 PM	6/28/07	6/28/07 16:22	28.89	31.83666667
28-Jun-07	4:36:04 PM	6/28/07	6/28/07 16:36	28.89	31.66
28-Jun-07	4:49:42 PM	6/28/07	6/28/07 16:49	28.87666667	31.42666667
28-Jun-07	5:03:26 PM	6/28/07	6/28/07 17:03	28.88333333	30.21333333
28-Jun-07	5:30:40 PM	6/28/07	6/28/07 17:30	28.88333333	27.92333333
28-Jun-07	5:44:17 PM	6/28/07	6/28/07 17:44	28.87666667	27.91
28-Jun-07	5:57:55 PM	6/28/07	6/28/07 17:57	28.88333333	27.90666667
28-Jun-07	6:11:38 PM	6/28/07	6/28/07 18:11	28.89333333	27.91
28-Jun-07	6:25:15 PM	6/28/07	6/28/07 18:25	28.88	27.91
28-Jun-07	6:38:52 PM	6/28/07	6/28/07 18:38	28.89	27.90666667
28-Jun-07	6:52:30 PM	6/28/07	6/28/07 18:52	28.89	27.91
28-Jun-07	7:06:13 PM	6/28/07	6/28/07 19:06	28.89	27.90333333
28-Jun-07	7:19:50 PM	6/28/07	6/28/07 19:19	28.89	27.91333333
28-Jun-07	8:00:51 PM	6/28/07	6/28/07 20:00	28.88	27.91
28-Jun-07	8:14:27 PM	6/28/07	6/28/07 20:14	28.88666667	27.90666667
28-Jun-07	8:28:04 PM	6/28/07	6/28/07 20:28	28.89666667	27.90333333
28-Jun-07	8:41:41 PM	6/28/07	6/28/07 20:41	28.87666667	27.90333333
28-Jun-07	9:08:56 PM	6/28/07	6/28/07 21:08	28.88333333	27.85333333
28-Jun-07	9:22:33 PM	6/28/07	6/28/07 21:22	28.89333333	27.88666667
28-Jun-07	9:36:10 PM	6/28/07	6/28/07 21:36	28.88333333	27.86666667
28-Jun-07	9:49:48 PM	6/28/07	6/28/07 21:49	28.87333333	27.90333333
28-Jun-07	10:17:00 PM	6/28/07	6/28/07 22:17	28.88666667	27.89
28-Jun-07	10:44:14 PM	6/28/07	6/28/07 22:44	28.88	27.80666667
28-Jun-07	10:57:54 PM	6/28/07	6/28/07 22:57	28.88666667	27.84
28-Jun-07	11:11:37 PM	6/28/07	6/28/07 23:11	28.88333333	27.84333333
28-Jun-07	11:25:14 PM	6/28/07	6/28/07 23:25	28.89333333	27.89333333
28-Jun-07	11:38:50 PM	6/28/07	6/28/07 23:38	28.89	27.89666667
28-Jun-07	11:52:29 PM	6/28/07	6/28/07 23:52	28.88235294	27.90588235
29-Jun-07	12:00:46 AM	6/29/07	6/29/07 0:00	28.9	27.88333333
29-Jun-07	12:14:22 AM	6/29/07	6/29/07 0:14	28.88333333	27.88
29-Jun-07	12:27:59 AM	6/29/07	6/29/07 0:27	28.9	27.86666667
29-Jun-07	12:41:36 AM	6/29/07	6/29/07 0:41	28.87666667	27.88
29-Jun-07	12:55:14 AM	6/29/07	6/29/07 0:55	28.89	27.90333333
29-Jun-07	1:08:51 AM	6/29/07	6/29/07 1:08	28.89	27.89
29-Jun-07	1:22:28 AM	6/29/07	6/29/07 1:22	28.90666667	27.9
29-Jun-07	1:36:04 AM	6/29/07	6/29/07 1:36	28.89	27.9
29-Jun-07	1:49:43 AM	6/29/07	6/29/07 1:49	28.89666667	27.9
29-Jun-07	2:03:27 AM	6/29/07	6/29/07 2:03	28.89666667	27.9
29-Jun-07	2:17:04 AM	6/29/07	6/29/07 2:17	28.88666667	27.90333333
29-Jun-07	2:30:41 AM	6/29/07	6/29/07 2:30	28.86666667	27.9
29-Jun-07	2:44:17 AM	6/29/07	6/29/07 2:44	28.89666667	27.9
29-Jun-07	2:57:56 AM	6/29/07	6/29/07 2:57	28.89333333	27.90333333
29-Jun-07	3:11:39 AM	6/29/07	6/29/07 3:11	28.89	27.90333333
29-Jun-07	3:25:16 AM	6/29/07	6/29/07 3:25	28.90333333	27.88666667
29-Jun-07	3:38:53 AM	6/29/07	6/29/07 3:38	28.89666667	27.89666667
29-Jun-07	3:52:31 AM	6/29/07	6/29/07 3:52	28.88333333	27.9
29-Jun-07	4:06:08 AM	6/29/07	6/29/07 4:06	28.89333333	27.89333333
29-Jun-07	4:19:47 AM	6/29/07	6/29/07 4:19	28.89333333	27.88666667
29-Jun-07	4:33:24 AM	6/29/07	6/29/07 4:33	28.88	27.88666667
29-Jun-07	4:47:01 AM	6/29/07	6/29/07 4:47	28.89	27.88
29-Jun-07	5:00:46 AM	6/29/07	6/29/07 5:00	28.89333333	27.84666667
29-Jun-07	5:14:26 AM	6/29/07	6/29/07 5:14	28.90666667	27.85
29-Jun-07	5:28:02 AM	6/29/07	6/29/07 5:28	28.88666667	27.87
29-Jun-07	5:41:39 AM	6/29/07	6/29/07 5:41	28.88333333	27.89666667
29-Jun-07	5:55:17 AM	6/29/07	6/29/07 5:55	28.89666667	27.87
29-Jun-07	6:08:54 AM	6/29/07	6/29/07 6:08	28.86666667	27.89
29-Jun-07	6:22:31 AM	6/29/07	6/29/07 6:22	28.9	27.90333333
29-Jun-07	6:36:08 AM	6/29/07	6/29/07 6:36	28.88666667	27.9
29-Jun-07	6:49:56 AM	6/29/07	6/29/07 6:49	28.89666667	27.89666667
29-Jun-07	7:03:33 AM	6/29/07	6/29/07 7:03	28.90333333	27.9
29-Jun-07	7:17:09 AM	6/29/07	6/29/07 7:17	28.89333333	27.88
29-Jun-07	7:30:46 AM	6/29/07	6/29/07 7:30	28.88333333	27.82
29-Jun-07	7:44:23 AM	6/29/07	6/29/07 7:44	28.87333333	27.73333333
29-Jun-07	7:58:01 AM	6/29/07	6/29/07 7:58	28.86666667	27.65
29-Jun-07	8:11:38 AM	6/29/07	6/29/07 8:11	28.88	27.58
29-Jun-07	8:25:14 AM	6/29/07	6/29/07 8:25	28.89666667	27.50333333
29-Jun-07	8:38:51 AM	6/29/07	6/29/07 8:38	28.89333333	27.49666667
29-Jun-07	8:52:29 AM	6/29/07	6/29/07 8:52	28.9	27.49666667
29-Jun-07	9:06:13 AM	6/29/07	6/29/07 9:06	28.89666667	27.52
29-Jun-07	9:19:50 AM	6/29/07	6/29/07 9:19	28.88666667	27.59666667
29-Jun-07	9:33:27 AM	6/29/07	6/29/07 9:33	28.91	27.72
29-Jun-07	9:47:04 AM	6/29/07	6/29/07 9:47	28.43	28.07333333
29-Jun-07	10:23:04 AM	6/29/07	6/29/07 10:23	29.13	28.46
29-Jun-07	2:18:26 PM	6/29/07	6/29/07 14:18	29.06333333	29.79333333
29-Jun-07	2:56:33 PM	6/29/07	6/29/07 14:56	28.89	30.72333333
29-Jun-07	3:10:19 PM	6/29/07	6/29/07 15:10	28.88666667	30.53666667
29-Jun-07	3:23:59 PM	6/29/07	6/29/07 15:23	28.89333333	30.47333333
29-Jun-07	3:37:37 PM	6/29/07	6/29/07 15:37	28.91	30.61333333
29-Jun-07	3:51:16 PM	6/29/07	6/29/07 15:51	28.9	31.17666667
29-Jun-07	4:04:56 PM	6/29/07	6/29/07 16:04	28.88666667	31.17666667
29-Jun-07	4:18:34 PM	6/29/07	6/29/07 16:18	28.89666667	31.12666667
29-Jun-07	4:32:13 PM	6/29/07	6/29/07 16:32	28.91	31.08666667
29-Jun-07	4:45:53 PM	6/29/07	6/29/07 16:45	28.9	31.08
29-Jun-07	4:59:32 PM	6/29/07	6/29/07 16:59	28.91	30.56666667
29-Jun-07	5:13:12 PM	6/29/07	6/29/07 17:13	28.9	29.33666667
29-Jun-07	5:26:51 PM	6/29/07	6/29/07 17:26	28.91	28.19666667
29-Jun-07	5:59:13 PM	6/29/07	6/29/07 17:59	28.67333333	27.91
29-Jun-07	6:45:52 PM	6/29/07	6/29/07 18:45	28.68333333	27.91
29-Jun-07	7:16:42 PM	6/29/07	6/29/07 19:16	28.86666667	27.91333333
29-Jun-07	7:47:26 PM	6/29/07	6/29/07 19:47	28.87333333	27.91
29-Jun-07	8:18:10 PM	6/29/07	6/29/07 20:18	28.88	27.91666667
29-Jun-07	8:48:53 PM	6/29/07	6/29/07 20:48	28.86	27.86333333
2-Jul-07	10:30:14 AM	7/2/07	7/2/07 10:30	29.12666667	27.57333333
2-Jul-07	10:45:35 AM	7/2/07	7/2/07 10:45	28.86	27.54
2-Jul-07	11:01:53 AM	7/2/07	7/2/07 11:01	28.82	28.34
2-Jul-07	11:17:14 AM	7/2/07	7/2/07 11:17	28.87333333	29.05333333
2-Jul-07	11:32:36 AM	7/2/07	7/2/07 11:32	28.89333333	29.11333333
2-Jul-07	11:47:57 AM	7/2/07	7/2/07 11:47	28.85333333	28.82666667
2-Jul-07	12:03:23 PM	7/2/07	7/2/07 12:03	28.88	29.23333333
2-Jul-07	12:18:43 PM	7/2/07	7/2/07 12:18	28.91333333	29.79333333
2-Jul-07	12:34:06 PM	7/2/07	7/2/07 12:34	28.89333333	29.60666667
2-Jul-07	12:49:27 PM	7/2/07	7/2/07 12:49	28.86666667	29.32
2-Jul-07	1:04:50 PM	7/2/07	7/2/07 13:04	28.88666667	29.80666667
2-Jul-07	1:20:12 PM	7/2/07	7/2/07 13:20	28.89333333	30.24666667
2-Jul-07	1:35:33 PM	7/2/07	7/2/07 13:35	28.88666667	30.03333333
2-Jul-07	1:50:56 PM	7/2/07	7/2/07 13:50	28.89333333	29.84666667
2-Jul-07	2:06:22 PM	7/2/07	7/2/07 14:06	28.87333333	30.28666667
2-Jul-07	2:21:48 PM	7/2/07	7/2/07 14:21	28.89333333	30.72666667
2-Jul-07	2:37:09 PM	7/2/07	7/2/07 14:37	28.86	30.51333333
2-Jul-07	2:52:31 PM	7/2/07	7/2/07 14:52	28.91333333	30.34666667
2-Jul-07	3:07:52 PM	7/2/07	7/2/07 15:07	28.89333333	30.86666667
2-Jul-07	3:23:15 PM	7/2/07	7/2/07 15:23	28.89333333	31.24666667
2-Jul-07	3:38:36 PM	7/2/07	7/2/07 15:38	28.88	31.02
2-Jul-07	3:53:59 PM	7/2/07	7/2/07 15:53	28.90666667	30.92
2-Jul-07	4:09:19 PM	7/2/07	7/2/07 16:09	28.91333333	31.49333333
2-Jul-07	4:24:42 PM	7/2/07	7/2/07 16:24	28.94666667	31.74666667
2-Jul-07	4:40:03 PM	7/2/07	7/2/07 16:40	28.92	31.54
2-Jul-07	4:55:26 PM	7/2/07	7/2/07 16:55	28.9	31.10666667
2-Jul-07	5:10:48 PM	7/2/07	7/2/07 17:10	28.9	29.86
